"","xcoord","ycoord","county","geoid","pforce","race","rf_furt","rf_bulg","rf_knowl","rf_verbl","rf_rfcmp","rf_vcact","rf_attir","rf_othsw","rf_vcrim","azn","ntv","wht_h","wht","blck"
"1297",1026667,261394,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1298",1010511,235588,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,0,1,0,0,0,1,0,0
"1299",1007509,245160,"Bronx",36005,0,"Black",1,0,0,0,0,1,0,0,1,0,0,0,0,1
"1300",1007509,245160,"Bronx",36005,0,"White - Hispanic",1,0,0,0,0,1,0,0,1,0,0,1,0,0
"1301",1011706,238632,"Bronx",36005,1,"White - Hispanic",1,0,0,0,0,0,0,1,0,0,0,1,0,0
"1302",1027094,262171,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1303",1027402,262428,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1304",1011532,235453,"Bronx",36005,1,"Black",0,0,1,0,0,0,0,0,1,0,0,0,0,1
"1305",1007725,234534,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1306",1026667,261394,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1307",1006953,233310,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1308",1012658,251344,"Bronx",36005,1,"Black",1,0,0,1,0,0,0,1,0,0,0,0,0,1
"1309",1012658,251344,"Bronx",36005,1,"Black",1,0,0,1,0,0,0,0,0,0,0,0,0,1
"1310",1006681,241801,"Bronx",36005,1,"White - Hispanic",1,0,0,0,0,0,0,0,0,0,0,1,0,0
"1311",1008325,242923,"Bronx",36005,0,"Black",1,1,0,0,0,0,0,0,0,0,0,0,0,1
"1312",1008325,242923,"Bronx",36005,1,"Black",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1313",1008325,242923,"Bronx",36005,1,"Black",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1314",1008137,242505,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,1,0,0,0,0,0,1,0,0
"1315",1015458,238417,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1316",1026870,262580,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1317",1026870,262580,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1318",1005969,236034,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1319",1011518,237946,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1320",1011518,237946,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1321",1016094,235260,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1322",1025501,246411,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,1,0,0,0,1,0,0
"1323",1019463,243298,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,1,0,0,0,1,0,0
"1324",1008533,241469,"Bronx",36005,0,"Black",0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1325",1028006,262797,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1326",1023332,267253,"Bronx",36005,1,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"1327",1020435,248705,"Bronx",36005,1,"White - Hispanic",0,0,0,0,1,0,0,0,0,0,0,1,0,0
"1328",1014716,241733,"Bronx",36005,1,"Black",1,1,0,0,0,0,1,1,1,0,0,0,0,1
"1329",1007409,232728,"Bronx",36005,0,"White - Hispanic",1,1,0,0,0,0,0,0,0,0,0,1,0,0
"1330",1008753,239042,"Bronx",36005,1,"Black",0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1331",1026815,261916,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1332",1012006,235961,"Bronx",36005,1,"White - Hispanic",0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1333",1012361,235556,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1334",1013195,236529,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1335",1005275,236138,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1336",1032243,249594,"Bronx",36005,0,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"1337",1016094,235260,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1338",1006305,232943,"Bronx",36005,0,"White - Hispanic",1,0,0,0,0,0,1,0,0,0,0,1,0,0
"1339",1025146,244016,"Bronx",36005,1,"Black",1,0,0,0,0,0,0,1,0,0,0,0,0,1
"1340",1025146,244016,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1341",1009957,244123,"Bronx",36005,1,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1342",1021642,250472,"Bronx",36005,1,"Asian / Pacific Islander",0,0,0,0,0,0,0,1,0,1,0,0,0,0
"1343",1019150,240476,"Bronx",36005,1,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1344",1013073,238686,"Bronx",36005,0,"White - Hispanic",1,0,0,0,0,0,0,0,1,0,0,1,0,0
"1345",1013073,238686,"Bronx",36005,0,"White - Hispanic",1,0,0,0,0,0,0,0,1,0,0,1,0,0
"1346",1008958,235918,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1347",1008523,264183,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1348",1021630,249843,"Bronx",36005,1,"Black",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1349",1012339,237198,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1350",1005225,235349,"Bronx",36005,0,"Black",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1351",1014468,238156,"Bronx",36005,1,"Black",1,0,0,0,0,0,0,0,1,0,0,0,0,1
"1352",1014468,238156,"Bronx",36005,1,"Black",1,0,0,0,0,0,0,0,1,0,0,0,0,1
"1353",1014468,238156,"Bronx",36005,0,"White - Hispanic",1,0,0,0,0,0,0,0,1,0,0,1,0,0
"1354",1010705,236317,"Bronx",36005,1,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"1355",1010705,236317,"Bronx",36005,1,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"1356",1014420,237363,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,1,0,0,0,0,1,0,0
"1357",1008129,234024,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1358",1015192,236953,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,0,0,1,0,0,1,0,0
"1359",1030238,244132,"Bronx",36005,1,"Black",0,0,0,0,1,1,0,0,1,0,0,0,0,1
"1360",1034348,238134,"Bronx",36005,1,"Black",1,0,0,0,1,1,0,0,1,0,0,0,0,1
"1361",1024460,256252,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1362",1027982,245950,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1363",1022406,249562,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1364",1016143,249617,"Bronx",36005,0,"White - Hispanic",0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1365",1021371,249849,"Bronx",36005,1,"White",0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1366",1013587,236221,"Bronx",36005,1,"White - Hispanic",1,0,0,0,0,0,0,0,0,0,0,1,0,0
"1367",1026681,261058,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1368",1007039,235672,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1369",1004712,235320,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1370",1027059,262191,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1371",1006782,232638,"Bronx",36005,0,"Black",0,0,0,0,1,0,0,0,0,0,0,0,0,1
"1372",1009185,238490,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1373",1009185,238490,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1374",1009185,238490,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1375",1009185,238490,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1376",1009185,238490,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1377",1009516,239520,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1378",1024265,250968,"Bronx",36005,0,"White - Hispanic",1,0,0,0,0,0,0,0,1,0,0,1,0,0
"1379",1021061,248073,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1380",1013068,238404,"Bronx",36005,1,"Black",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1381",1027383,261982,"Bronx",36005,1,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1382",1007362,237628,"Bronx",36005,0,"White - Hispanic",0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1383",1021471,252477,"Bronx",36005,0,"Black",1,0,1,0,1,0,0,0,0,0,0,0,0,1
"1384",1005538,236831,"Bronx",36005,1,"White - Hispanic",1,1,0,0,0,0,0,0,0,0,0,1,0,0
"1385",1008406,245663,"Bronx",36005,1,"Black",1,0,0,0,0,0,0,0,1,0,0,0,0,1
"1386",1021603,240912,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1387",1021603,240912,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1388",1024683,248692,"Bronx",36005,0,"White",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1389",1021630,249843,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1390",1021630,249843,"Bronx",36005,0,"White",1,0,0,0,0,0,0,0,0,0,0,0,1,0
"1391",1004696,233032,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1392",1004696,233032,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1393",1007097,236856,"Bronx",36005,1,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1394",1023199,263210,"Bronx",36005,1,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1395",1026385,261221,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1396",1026927,262254,"Bronx",36005,1,"Black",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1397",1010250,242703,"Bronx",36005,1,"Black",0,0,0,0,1,0,0,0,0,0,0,0,0,1
"1398",1004327,243678,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,1,0,0,0,0,0,1,0,0
"1399",1006227,232807,"Bronx",36005,0,"White - Hispanic",1,1,0,0,0,0,0,0,0,0,0,1,0,0
"1400",1026201,262002,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,1,0,0,0,1,0,0
"1401",1026697,261377,"Bronx",36005,1,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1402",1027275,262862,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1403",1010286,242796,"Bronx",36005,0,"Black",1,0,0,0,0,0,0,1,1,0,0,0,0,1
"1404",1006777,236405,"Bronx",36005,0,"Black",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1405",1027275,262862,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1406",1027275,262862,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1407",1014468,238156,"Bronx",36005,1,"Black",0,0,0,1,0,0,0,0,0,0,0,0,0,1
"1408",1014468,238156,"Bronx",36005,0,"Black",0,0,0,0,1,0,0,0,0,0,0,0,0,1
"1409",1011945,262283,"Bronx",36005,0,"White",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1410",1006611,233503,"Bronx",36005,0,"White - Hispanic",0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1411",1014442,240517,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1412",1007592,238302,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1413",1012791,238814,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1414",1026828,265933,"Bronx",36005,1,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"1415",1026828,265933,"Bronx",36005,1,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"1416",1010221,242648,"Bronx",36005,1,"White - Hispanic",0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1417",1027383,261982,"Bronx",36005,1,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"1418",1005796,234876,"Bronx",36005,0,"Black",1,0,1,0,0,0,1,0,0,0,0,0,0,1
"1419",1010290,248072,"Bronx",36005,0,"White - Hispanic",1,0,0,0,0,0,0,0,0,0,0,1,0,0
"1420",1010290,248072,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1421",1010290,248072,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1422",1026667,261394,"Bronx",36005,0,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"1423",1026667,261394,"Bronx",36005,0,"Black",1,1,0,0,0,0,0,0,0,0,0,0,0,1
"1424",1026667,261394,"Bronx",36005,0,"White - Hispanic",1,0,0,0,0,0,0,0,0,0,0,1,0,0
"1425",1030748,252305,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1426",1023815,240216,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1427",1030806,255847,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1428",1030806,255847,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1429",1030806,255847,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1430",1030806,255847,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1431",1030806,255847,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1432",1013706,252402,"Bronx",36005,1,"White - Hispanic",1,0,0,0,0,0,0,1,0,0,0,1,0,0
"1433",1014182,239459,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1434",1018051,243130,"Bronx",36005,0,"Black",1,0,0,0,0,1,0,0,0,0,0,0,0,1
"1435",1014313,254123,"Bronx",36005,1,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1436",1005005,235200,"Bronx",36005,0,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"1437",1005005,235200,"Bronx",36005,0,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"1438",1015458,238417,"Bronx",36005,1,"Black",1,1,0,0,0,0,0,0,0,0,0,0,0,1
"1439",1027271,262510,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1440",1027271,262510,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,1,0,0,0,1,0,0
"1441",1007921,232776,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1442",1009673,235504,"Bronx",36005,0,"Black",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1443",1026385,261221,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,0,1,0,0,0,1,0,0
"1444",1011758,238809,"Bronx",36005,0,"Black",0,0,0,0,1,0,0,0,0,0,0,0,0,1
"1445",1009432,251515,"Bronx",36005,0,"Black",0,0,0,0,1,0,0,1,0,0,0,0,0,1
"1446",1010535,246250,"Bronx",36005,1,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"1447",1010535,246250,"Bronx",36005,1,"White - Hispanic",1,0,0,0,0,0,0,0,0,0,0,1,0,0
"1448",1027129,262567,"Bronx",36005,1,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1449",1009957,244123,"Bronx",36005,0,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"1450",1004801,235061,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1451",1007586,232186,"Bronx",36005,0,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"1452",1013688,252366,"Bronx",36005,0,"Black",0,1,0,0,0,0,0,0,1,0,0,0,0,1
"1453",1025819,238404,"Bronx",36005,1,"Black",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1454",1010491,243271,"Bronx",36005,1,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"1455",1010491,243271,"Bronx",36005,1,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"1456",1015760,236927,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1457",1015449,234525,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1458",1015659,236127,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,1,0,0,1,0,0
"1459",1011122,260515,"Bronx",36005,1,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"1460",1027267,245362,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,0,0,1,0,0,1,0,0
"1461",1004360,243448,"Bronx",36005,1,"Black",1,0,0,1,1,0,0,0,0,0,0,0,0,1
"1462",1004360,243448,"Bronx",36005,1,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"1463",1003633,243584,"Bronx",36005,1,"White - Hispanic",1,0,0,0,1,0,0,0,0,0,0,1,0,0
"1464",1006111,246803,"Bronx",36005,1,"Black",1,0,0,0,0,0,0,0,1,0,0,0,0,1
"1465",1006111,246803,"Bronx",36005,1,"White - Hispanic",1,0,0,0,1,0,0,0,1,0,0,1,0,0
"1466",1006111,246803,"Bronx",36005,1,"White - Hispanic",1,1,0,0,0,0,0,0,0,0,0,1,0,0
"1467",1014000,238004,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1468",1014000,238004,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1469",1014773,240158,"Bronx",36005,0,"White - Hispanic",0,1,0,0,0,0,0,0,1,0,0,1,0,0
"1470",1017883,246820,"Bronx",36005,1,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1471",1017883,246820,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1472",1008338,241010,"Bronx",36005,1,"Black",1,1,0,0,0,0,1,1,1,0,0,0,0,1
"1473",1015574,237866,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1474",1026667,261394,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1475",1014828,253744,"Bronx",36005,1,"Black",1,1,0,0,0,0,0,0,0,0,0,0,0,1
"1476",1015360,236298,"Bronx",36005,1,"Black",0,1,0,0,1,0,0,0,1,0,0,0,0,1
"1477",1007921,232776,"Bronx",36005,0,"White - Hispanic",1,0,0,0,0,0,1,0,0,0,0,1,0,0
"1478",1014062,238085,"Bronx",36005,1,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1479",1005373,235449,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1480",1006908,237935,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1481",1026870,262580,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1482",1021332,252474,"Bronx",36005,0,"White - Hispanic",1,0,0,0,0,0,0,0,0,0,0,1,0,0
"1483",1021332,252474,"Bronx",36005,1,"White - Hispanic",1,0,0,0,1,0,0,0,0,0,0,1,0,0
"1484",1012006,235961,"Bronx",36005,1,"White - Hispanic",1,0,0,0,0,0,0,0,0,0,0,1,0,0
"1485",1013226,237021,"Bronx",36005,0,"White",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1486",1012653,238722,"Bronx",36005,1,"White",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1487",1006928,238560,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1488",1006928,238560,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1489",1013135,254261,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,1,0,0,1,0,0
"1490",1015784,236790,"Bronx",36005,1,"Black",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1491",1015505,236876,"Bronx",36005,1,"Black",0,0,0,0,0,1,0,1,1,0,0,0,0,1
"1492",1015784,236790,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,0,0,1,0,0,1,0,0
"1493",1015275,235363,"Bronx",36005,0,"Black",1,0,0,0,0,0,0,1,0,0,0,0,0,1
"1494",1020951,236734,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,0,1,0,0,0,1,0,0
"1495",1014313,254123,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1496",1025621,268476,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1497",1017958,246292,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,1,1,0,0,0,0,1
"1498",1018536,246089,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1499",1026699,236982,"Bronx",36005,0,"Black",0,0,0,0,1,0,0,1,0,0,0,0,0,1
"1500",1015129,238749,"Bronx",36005,1,"Black",0,0,1,0,0,0,1,1,0,0,0,0,0,1
"1501",1015129,238749,"Bronx",36005,1,"White - Hispanic",0,0,1,0,0,0,1,1,0,0,0,1,0,0
"1502",1015574,237866,"Bronx",36005,1,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1503",1015574,237866,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1504",1015574,237866,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1505",1027534,262305,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1506",1018391,258671,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,0,1,0,0,0,1,0,0
"1507",1028069,256195,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1508",1026541,262718,"Bronx",36005,1,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1509",1026541,262718,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1510",1026541,262718,"Bronx",36005,1,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1511",1015129,238749,"Bronx",36005,0,"Black",0,0,1,0,0,0,0,1,0,0,0,0,0,1
"1512",1015129,238749,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1513",1015129,238749,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1514",1021529,256784,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1515",1012788,238406,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1516",1012788,238406,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1517",1006305,232943,"Bronx",36005,0,"Black",0,1,0,0,0,0,1,0,0,0,0,0,0,1
"1518",1014169,239654,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1519",1021740,254787,"Bronx",36005,1,"White - Hispanic",0,0,0,0,1,0,0,1,0,0,0,1,0,0
"1520",1014198,236718,"Bronx",36005,1,"White - Hispanic",0,0,1,0,0,0,1,1,0,0,0,1,0,0
"1521",1026817,262300,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1522",1012785,238467,"Bronx",36005,1,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1523",1007816,234513,"Bronx",36005,1,"Black",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1524",1008346,241686,"Bronx",36005,0,"Black",0,1,0,0,1,0,0,0,0,0,0,0,0,1
"1525",1015264,235447,"Bronx",36005,0,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"1526",1034027,243556,"Bronx",36005,1,"White - Hispanic",0,0,0,0,1,0,0,1,1,0,0,1,0,0
"1527",1027164,262131,"Bronx",36005,1,"Black",1,0,0,0,0,0,0,1,0,0,0,0,0,1
"1528",1021239,255496,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1529",1011504,270764,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1530",1011381,270157,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1531",1031447,247527,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1532",1007517,232668,"Bronx",36005,0,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"1533",1026834,261958,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1534",1014691,234266,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1535",1009004,241514,"Bronx",36005,1,"Asian / Pacific Islander",1,1,0,0,0,0,1,1,0,1,0,0,0,0
"1536",1009004,241514,"Bronx",36005,1,"White - Hispanic",1,1,0,0,0,0,1,1,0,0,0,1,0,0
"1537",1009004,241514,"Bronx",36005,1,"White",1,1,0,0,0,0,1,1,0,0,0,0,1,0
"1538",1026815,261916,"Bronx",36005,0,"White",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1539",1026815,261916,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1540",1006627,233163,"Bronx",36005,1,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"1541",1014927,237541,"Bronx",36005,0,"Black",0,0,0,0,1,0,0,0,0,0,0,0,0,1
"1542",1010025,246298,"Bronx",36005,1,"Black",1,0,0,0,0,1,0,0,0,0,0,0,0,1
"1543",1015505,236876,"Bronx",36005,1,"Black",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1544",1015505,236876,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,0,0,1,0,0,1,0,0
"1545",1015553,234006,"Bronx",36005,1,"Black",0,0,0,0,0,0,0,0,1,0,0,0,0,1
