type,PCT,CRIME,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
non_seven_major_felony_offenses,76,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,11,18,19,34,56,52,78,74,57,50,57,49,48,43,46,57
non_seven_major_felony_offenses,76,ARSON                                 ,13,19,12,12,18,13,15,11,18,10,10,17,12,11,16,9
non_seven_major_felony_offenses,76,FELONY SEX CRIMES (3),8,16,8,2,7,4,2,6,3,4,6,2,6,7,2,5
non_seven_major_felony_offenses,76,FELONY DANGEROUS DRUGS  (1),208,228,188,163,210,294,308,268,250,208,181,139,174,135,104,69
non_seven_major_felony_offenses,76,FELONY DANGEROUS WEAPONS (2)        ,26,14,5,8,12,8,12,19,20,33,16,17,15,11,18,26
non_seven_major_felony_offenses,76,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,59,49,31,33,36,21,36,15,17,17,9,15,22,33,38,42
non_seven_major_felony_offenses,76,OTHER FELONIES (4),72,84,94,108,104,75,61,67,72,76,56,62,79,73,77,67
non_seven_major_felony_offenses,76,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,411,440,372,381,453,478,518,465,446,398,335,305,357,315,319,283
non_seven_major_felony_offenses,77,FELONY POSSESSION STOLEN PROPERTY            ,40,58,36,39,32,22,23,22,21,15,21,29,17,12,23,18
non_seven_major_felony_offenses,77,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,72,72,126,134,203,250,230,204,208,96,97,94,105,117,109,132
non_seven_major_felony_offenses,77,ARSON                                 ,39,38,27,24,27,35,27,23,27,14,21,16,9,20,17,12
non_seven_major_felony_offenses,77,FELONY SEX CRIMES (3),39,33,29,18,16,14,19,18,17,12,16,20,34,14,16,12
non_seven_major_felony_offenses,77,FELONY DANGEROUS DRUGS  (1),642,561,406,392,374,628,888,906,798,635,505,531,387,275,311,183
non_seven_major_felony_offenses,77,FELONY DANGEROUS WEAPONS (2)        ,137,145,146,100,104,140,122,127,114,121,99,129,98,93,96,79
non_seven_major_felony_offenses,77,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,187,281,177,170,147,138,112,142,88,83,134,158,199,178,215,208
non_seven_major_felony_offenses,77,OTHER FELONIES (4),319,328,306,281,194,243,196,202,201,253,210,244,253,299,300,280
non_seven_major_felony_offenses,77,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,1475,1516,1253,1158,1097,1470,1617,1644,1474,1229,1103,1221,1102,1008,1087,924
non_seven_major_felony_offenses,78,FELONY POSSESSION STOLEN PROPERTY            ,4,1,3,1,5,4,3,5,4,5,3,1,4,3,21,5
non_seven_major_felony_offenses,78,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,20,36,31,32,96,122,99,64,78,53,71,71,80,77,82,87
non_seven_major_felony_offenses,78,ARSON                                 ,18,11,8,12,5,12,8,9,15,7,8,5,7,3,6,3
non_seven_major_felony_offenses,78,FELONY SEX CRIMES (3),13,7,2,9,6,3,3,6,4,5,11,6,7,2,4,4
non_seven_major_felony_offenses,78,FELONY DANGEROUS DRUGS  (1),99,64,56,36,72,123,135,109,145,108,70,61,53,66,43,54
non_seven_major_felony_offenses,78,FELONY DANGEROUS WEAPONS (2)        ,7,5,3,2,11,12,15,8,9,13,8,8,5,19,29,33
non_seven_major_felony_offenses,78,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,97,135,24,24,27,36,33,30,29,19,27,19,20,27,33,44
non_seven_major_felony_offenses,78,OTHER FELONIES (4),69,55,53,47,48,47,50,51,60,51,43,35,48,57,54,53
non_seven_major_felony_offenses,78,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,327,314,180,163,270,359,346,282,344,261,241,206,224,254,272,283
non_seven_major_felony_offenses,79,FELONY POSSESSION STOLEN PROPERTY            ,48,51,35,35,31,28,20,23,17,14,10,20,13,10,35,23
non_seven_major_felony_offenses,79,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,98,79,84,81,147,177,118,159,147,84,97,105,133,142,122,166
non_seven_major_felony_offenses,79,ARSON                                 ,65,66,43,40,56,56,34,25,33,28,33,35,30,26,18,11
non_seven_major_felony_offenses,79,FELONY SEX CRIMES (3),42,53,27,31,29,20,26,26,18,13,22,19,36,19,14,19
non_seven_major_felony_offenses,79,FELONY DANGEROUS DRUGS  (1),739,733,689,374,387,572,742,768,782,714,484,442,384,470,353,270
non_seven_major_felony_offenses,79,FELONY DANGEROUS WEAPONS (2)        ,89,94,93,99,78,119,89,130,102,115,106,122,122,149,113,115
non_seven_major_felony_offenses,79,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,164,321,136,44,76,70,74,83,97,103,119,138,119,155,170,161
non_seven_major_felony_offenses,79,OTHER FELONIES (4),464,400,414,366,312,339,296,301,392,357,375,313,324,328,329,288
non_seven_major_felony_offenses,79,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,1709,1797,1521,1070,1116,1381,1399,1515,1588,1428,1246,1194,1161,1299,1154,1053
non_seven_major_felony_offenses,81,FELONY POSSESSION STOLEN PROPERTY            ,34,32,20,25,11,9,12,7,7,11,14,7,10,14,32,5
non_seven_major_felony_offenses,81,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,50,37,21,36,109,131,85,101,129,96,87,77,80,86,83,105
non_seven_major_felony_offenses,81,ARSON                                 ,20,33,28,27,23,34,27,18,37,17,22,21,20,18,24,26
non_seven_major_felony_offenses,81,FELONY SEX CRIMES (3),24,40,23,10,15,21,23,16,12,18,13,15,30,16,16,13
non_seven_major_felony_offenses,81,FELONY DANGEROUS DRUGS  (1),426,386,366,174,197,296,526,520,574,525,328,315,282,315,311,238
non_seven_major_felony_offenses,81,FELONY DANGEROUS WEAPONS (2)        ,76,68,47,59,91,101,115,139,106,135,112,126,148,121,125,101
non_seven_major_felony_offenses,81,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,102,162,78,53,80,36,34,53,48,47,53,76,67,70,78,110
non_seven_major_felony_offenses,81,OTHER FELONIES (4),289,268,261,215,248,234,174,200,186,230,234,265,271,304,277,252
non_seven_major_felony_offenses,81,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,1021,1026,844,599,774,862,996,1054,1099,1079,863,902,908,944,946,850
non_seven_major_felony_offenses,83,FELONY POSSESSION STOLEN PROPERTY            ,89,27,31,37,21,19,34,25,19,10,10,15,5,10,16,10
non_seven_major_felony_offenses,83,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,66,88,65,112,197,149,122,122,167,135,98,116,128,126,93,102
non_seven_major_felony_offenses,83,ARSON                                 ,99,36,42,22,41,37,45,27,34,19,25,17,20,15,15,13
non_seven_major_felony_offenses,83,FELONY SEX CRIMES (3),33,55,26,31,29,32,33,25,25,37,32,26,46,30,23,21
non_seven_major_felony_offenses,83,FELONY DANGEROUS DRUGS  (1),1153,924,835,629,541,798,750,890,867,624,482,478,395,405,370,294
non_seven_major_felony_offenses,83,FELONY DANGEROUS WEAPONS (2)        ,107,92,56,79,70,82,70,82,88,69,87,83,56,68,48,63
non_seven_major_felony_offenses,83,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,114,232,210,147,148,146,121,86,113,230,136,132,147,151,174,181
non_seven_major_felony_offenses,83,OTHER FELONIES (4),303,299,319,351,304,300,233,254,287,282,331,313,287,294,228,214
non_seven_major_felony_offenses,83,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,1964,1753,1584,1408,1351,1563,1408,1511,1600,1406,1201,1180,1084,1099,967,898
non_seven_major_felony_offenses,84,FELONY POSSESSION STOLEN PROPERTY            ,12,15,8,13,14,9,9,12,15,8,5,9,10,4,17,10
non_seven_major_felony_offenses,84,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,116,90,103,80,114,185,153,129,144,137,118,105,73,103,111,129
non_seven_major_felony_offenses,84,ARSON                                 ,20,12,7,11,10,15,14,10,22,12,13,6,6,11,8,7
non_seven_major_felony_offenses,84,FELONY SEX CRIMES (3),15,12,8,8,4,6,10,4,2,3,5,6,9,6,5,6
non_seven_major_felony_offenses,84,FELONY DANGEROUS DRUGS  (1),96,65,125,87,59,62,91,157,178,150,98,107,89,93,66,106
non_seven_major_felony_offenses,84,FELONY DANGEROUS WEAPONS (2)        ,10,15,24,13,16,12,22,16,30,39,29,16,24,37,25,21
non_seven_major_felony_offenses,84,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,52,144,115,59,69,67,52,46,44,37,26,33,42,50,82,81
non_seven_major_felony_offenses,84,OTHER FELONIES (4),154,137,166,159,102,99,125,124,130,134,112,137,137,163,154,155
non_seven_major_felony_offenses,84,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,475,490,556,430,388,455,476,498,565,520,406,419,390,467,468,515
non_seven_major_felony_offenses,88,FELONY POSSESSION STOLEN PROPERTY            ,16,13,8,11,15,11,9,6,7,4,1,1,3,4,17,3
non_seven_major_felony_offenses,88,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,74,44,55,48,99,120,80,110,119,74,80,63,56,48,71,77
non_seven_major_felony_offenses,88,ARSON                                 ,24,36,19,27,16,18,12,11,20,13,16,14,10,16,12,12
non_seven_major_felony_offenses,88,FELONY SEX CRIMES (3),15,19,16,10,11,10,4,11,7,9,5,9,9,3,9,7
non_seven_major_felony_offenses,88,FELONY DANGEROUS DRUGS  (1),207,219,146,115,107,140,281,349,255,191,109,105,138,110,77,94
non_seven_major_felony_offenses,88,FELONY DANGEROUS WEAPONS (2)        ,21,26,18,21,17,21,29,39,57,28,28,34,26,34,32,42
non_seven_major_felony_offenses,88,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,91,139,110,33,47,47,39,69,62,51,70,51,63,74,67,41
non_seven_major_felony_offenses,88,OTHER FELONIES (4),133,173,140,155,102,99,81,102,109,94,105,70,119,140,155,155
non_seven_major_felony_offenses,88,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,581,669,512,420,414,466,535,697,636,464,414,347,424,429,440,431
non_seven_major_felony_offenses,90,FELONY POSSESSION STOLEN PROPERTY            ,17,18,15,19,16,10,15,7,12,8,10,9,4,6,17,8
non_seven_major_felony_offenses,90,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,64,45,66,84,101,124,78,94,93,86,108,103,106,100,96,129
non_seven_major_felony_offenses,90,ARSON                                 ,67,45,46,45,25,36,28,32,34,26,40,28,20,41,22,27
non_seven_major_felony_offenses,90,FELONY SEX CRIMES (3),17,35,19,18,20,19,12,8,10,22,14,13,17,15,19,15
non_seven_major_felony_offenses,90,FELONY DANGEROUS DRUGS  (1),548,358,353,241,224,358,414,411,346,296,320,279,219,227,229,206
non_seven_major_felony_offenses,90,FELONY DANGEROUS WEAPONS (2)        ,26,24,24,14,18,30,37,34,61,54,58,48,33,56,45,40
non_seven_major_felony_offenses,90,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,89,145,113,109,92,114,94,82,88,91,84,76,56,82,93,110
non_seven_major_felony_offenses,90,OTHER FELONIES (4),194,207,229,176,188,186,181,129,166,174,143,190,181,204,219,228
non_seven_major_felony_offenses,90,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,1022,877,865,706,684,877,859,797,810,757,777,746,636,731,740,763
non_seven_major_felony_offenses,94,FELONY POSSESSION STOLEN PROPERTY            ,9,10,6,3,3,3,2,4,4,4,6,5,2,0,5,4
non_seven_major_felony_offenses,94,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,28,21,36,27,48,29,56,58,42,61,58,45,46,40,53,42
non_seven_major_felony_offenses,94,ARSON                                 ,27,30,24,14,23,20,15,12,18,15,7,8,9,10,5,3
non_seven_major_felony_offenses,94,FELONY SEX CRIMES (3),5,7,4,3,7,1,2,3,1,5,0,3,8,7,5,4
non_seven_major_felony_offenses,94,FELONY DANGEROUS DRUGS  (1),43,40,50,30,34,35,62,88,122,141,107,52,79,74,48,79
non_seven_major_felony_offenses,94,FELONY DANGEROUS WEAPONS (2)        ,8,3,3,3,2,3,4,8,7,24,28,15,21,9,14,11
non_seven_major_felony_offenses,94,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,139,159,133,120,121,109,110,78,71,95,115,118,96,135,134,69
non_seven_major_felony_offenses,94,OTHER FELONIES (4),49,36,31,35,42,45,31,46,56,51,67,66,77,104,83,64
non_seven_major_felony_offenses,94,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,308,306,287,235,280,245,282,297,321,396,388,312,338,379,347,276
non_seven_major_felony_offenses,100,FELONY POSSESSION STOLEN PROPERTY            ,6,4,11,6,3,5,3,0,4,4,4,1,2,1,3,2
non_seven_major_felony_offenses,100,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,4,16,14,25,38,43,29,51,66,51,86,77,103,65,56,51
non_seven_major_felony_offenses,100,ARSON                                 ,21,19,17,8,14,7,4,10,13,13,7,5,5,5,4,5
non_seven_major_felony_offenses,100,FELONY SEX CRIMES (3),26,15,10,9,12,9,11,5,2,2,8,4,6,4,4,5
non_seven_major_felony_offenses,100,FELONY DANGEROUS DRUGS  (1),64,46,58,82,113,100,54,129,97,85,80,67,60,53,48,63
non_seven_major_felony_offenses,100,FELONY DANGEROUS WEAPONS (2)        ,11,6,7,17,17,22,17,11,19,34,28,30,24,28,22,44
non_seven_major_felony_offenses,100,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,52,92,99,88,88,70,93,50,58,57,51,80,87,47,74,107
non_seven_major_felony_offenses,100,OTHER FELONIES (4),38,37,56,109,93,117,94,99,115,147,124,123,141,131,207,211
non_seven_major_felony_offenses,100,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,222,235,272,344,378,373,305,355,374,393,388,387,428,334,418,488
non_seven_major_felony_offenses,101,FELONY POSSESSION STOLEN PROPERTY            ,9,12,21,11,12,10,9,5,7,3,12,4,6,5,4,10
non_seven_major_felony_offenses,101,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,18,14,19,44,72,65,58,71,37,33,45,42,39,42,58,75
non_seven_major_felony_offenses,101,ARSON                                 ,39,36,21,10,9,23,16,10,19,17,22,18,13,14,14,10
non_seven_major_felony_offenses,101,FELONY SEX CRIMES (3),28,23,21,13,11,14,11,8,11,6,7,3,12,10,10,9
non_seven_major_felony_offenses,101,FELONY DANGEROUS DRUGS  (1),319,213,198,191,219,213,280,313,266,176,175,149,85,98,111,129
non_seven_major_felony_offenses,101,FELONY DANGEROUS WEAPONS (2)        ,40,33,34,27,41,54,62,87,71,95,111,90,113,116,100,128
non_seven_major_felony_offenses,101,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,91,126,145,99,107,156,88,42,30,28,37,61,53,64,81,98
non_seven_major_felony_offenses,101,OTHER FELONIES (4),159,150,134,103,118,123,136,114,113,127,158,212,214,269,336,365
non_seven_major_felony_offenses,101,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,703,607,593,498,589,658,660,650,554,485,567,579,535,618,714,824
non_seven_major_felony_offenses,102,FELONY POSSESSION STOLEN PROPERTY            ,35,30,40,11,16,17,17,13,11,13,5,6,5,6,6,6
non_seven_major_felony_offenses,102,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,37,45,54,93,161,111,131,130,139,135,121,109,100,79,67,71
non_seven_major_felony_offenses,102,ARSON                                 ,56,47,23,23,40,22,24,19,30,18,19,13,13,13,10,12
non_seven_major_felony_offenses,102,FELONY SEX CRIMES (3),30,31,35,22,23,10,11,15,12,23,12,10,17,11,13,16
non_seven_major_felony_offenses,102,FELONY DANGEROUS DRUGS  (1),151,96,100,72,166,154,145,192,207,165,146,122,124,168,122,115
non_seven_major_felony_offenses,102,FELONY DANGEROUS WEAPONS (2)        ,24,22,32,17,8,33,41,56,88,134,132,113,89,114,32,38
non_seven_major_felony_offenses,102,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,88,82,68,127,58,67,90,74,118,80,45,47,68,89,73,126
non_seven_major_felony_offenses,102,OTHER FELONIES (4),278,237,241,232,240,191,197,178,203,210,223,203,213,249,242,280
non_seven_major_felony_offenses,102,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,699,590,593,597,712,605,656,677,808,778,703,623,629,729,565,664
non_seven_major_felony_offenses,103,FELONY POSSESSION STOLEN PROPERTY            ,42,26,19,21,24,16,24,11,33,16,20,21,11,15,20,16
non_seven_major_felony_offenses,103,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,85,73,61,106,126,156,194,164,214,206,204,225,205,281,247,240
non_seven_major_felony_offenses,103,ARSON                                 ,53,51,30,22,23,29,25,21,26,23,24,28,24,17,19,21
non_seven_major_felony_offenses,103,FELONY SEX CRIMES (3),35,36,20,15,16,22,17,11,14,17,18,14,18,15,21,19
non_seven_major_felony_offenses,103,FELONY DANGEROUS DRUGS  (1),761,468,361,290,387,459,402,417,467,358,279,269,332,385,300,325
non_seven_major_felony_offenses,103,FELONY DANGEROUS WEAPONS (2)        ,39,43,51,47,48,80,88,105,110,135,184,148,188,374,218,182
non_seven_major_felony_offenses,103,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,264,283,298,153,164,163,100,84,93,96,107,167,217,170,171,143
non_seven_major_felony_offenses,103,OTHER FELONIES (4),148,165,129,159,158,147,183,195,185,224,296,212,245,295,288,315
non_seven_major_felony_offenses,103,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,1427,1145,969,813,946,1072,1033,1008,1142,1075,1132,1084,1240,1552,1284,1261
non_seven_major_felony_offenses,104,FELONY POSSESSION STOLEN PROPERTY            ,24,15,26,12,15,10,15,5,2,10,12,5,6,5,18,19
non_seven_major_felony_offenses,104,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,27,27,45,40,99,132,186,105,148,145,147,188,179,145,107,81
non_seven_major_felony_offenses,104,ARSON                                 ,51,45,37,22,29,25,18,24,22,31,7,17,18,8,14,6
non_seven_major_felony_offenses,104,FELONY SEX CRIMES (3),24,28,29,13,12,18,16,10,11,10,5,14,12,14,17,10
non_seven_major_felony_offenses,104,FELONY DANGEROUS DRUGS  (1),259,237,214,230,348,410,494,381,277,280,318,250,272,214,180,172
non_seven_major_felony_offenses,104,FELONY DANGEROUS WEAPONS (2)        ,15,23,37,41,62,71,97,60,25,29,51,48,33,26,29,33
non_seven_major_felony_offenses,104,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,258,262,411,287,239,184,146,169,148,122,160,93,133,143,129,138
non_seven_major_felony_offenses,104,OTHER FELONIES (4),97,83,87,60,72,84,130,104,83,137,114,95,128,190,228,181
non_seven_major_felony_offenses,104,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,755,720,886,705,876,934,1102,858,716,764,814,710,781,745,722,640
non_seven_major_felony_offenses,105,FELONY POSSESSION STOLEN PROPERTY            ,39,33,32,37,31,35,25,25,4,20,27,20,13,15,11,18
non_seven_major_felony_offenses,105,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,64,67,61,84,128,203,177,144,160,125,169,195,181,143,213,258
non_seven_major_felony_offenses,105,ARSON                                 ,56,52,38,19,34,27,26,34,29,26,24,22,23,8,13,14
non_seven_major_felony_offenses,105,FELONY SEX CRIMES (3),26,34,33,27,19,16,21,17,21,12,17,10,20,19,13,17
non_seven_major_felony_offenses,105,FELONY DANGEROUS DRUGS  (1),164,109,108,108,203,189,321,223,187,168,172,181,199,183,183,129
non_seven_major_felony_offenses,105,FELONY DANGEROUS WEAPONS (2)        ,30,33,28,40,39,57,70,49,66,94,85,106,86,70,76,82
non_seven_major_felony_offenses,105,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,315,476,436,297,203,321,284,313,215,235,227,320,282,282,310,314
non_seven_major_felony_offenses,105,OTHER FELONIES (4),166,177,162,198,229,205,226,228,224,208,230,239,231,267,298,326
non_seven_major_felony_offenses,105,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,860,981,898,810,886,1053,1150,1033,906,888,951,1093,1035,987,1117,1158
non_seven_major_felony_offenses,106,FELONY POSSESSION STOLEN PROPERTY            ,32,14,23,9,9,10,8,10,5,6,9,9,12,9,13,10
non_seven_major_felony_offenses,106,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,28,26,26,91,140,133,89,119,113,115,115,111,129,90,96,105
non_seven_major_felony_offenses,106,ARSON                                 ,56,65,45,22,34,36,31,23,38,21,21,22,19,19,28,10
non_seven_major_felony_offenses,106,FELONY SEX CRIMES (3),26,11,20,16,13,18,10,12,12,8,7,15,12,12,7,9
non_seven_major_felony_offenses,106,FELONY DANGEROUS DRUGS  (1),125,74,75,93,154,176,189,281,156,118,136,119,105,170,152,148
non_seven_major_felony_offenses,106,FELONY DANGEROUS WEAPONS (2)        ,17,25,29,9,11,32,45,71,78,90,62,66,32,47,31,38
non_seven_major_felony_offenses,106,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,363,372,324,167,209,161,184,248,189,153,146,131,195,214,293,330
non_seven_major_felony_offenses,106,OTHER FELONIES (4),106,120,83,97,128,96,125,145,141,183,185,154,149,182,157,174
non_seven_major_felony_offenses,106,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,753,707,625,504,698,662,681,909,732,694,681,627,653,743,777,824
non_seven_major_felony_offenses,107,FELONY POSSESSION STOLEN PROPERTY            ,13,9,8,3,11,6,19,7,13,4,6,5,3,5,10,2
non_seven_major_felony_offenses,107,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,50,24,21,89,130,104,119,58,117,89,114,90,95,68,65,86
non_seven_major_felony_offenses,107,ARSON                                 ,39,29,12,18,13,16,7,8,14,8,12,12,18,7,7,3
non_seven_major_felony_offenses,107,FELONY SEX CRIMES (3),22,17,15,14,12,16,10,4,8,7,7,7,16,15,10,8
non_seven_major_felony_offenses,107,FELONY DANGEROUS DRUGS  (1),36,42,35,47,44,68,89,89,85,73,77,85,70,77,78,54
non_seven_major_felony_offenses,107,FELONY DANGEROUS WEAPONS (2)        ,18,16,14,10,9,17,54,34,14,24,27,27,42,29,31,18
non_seven_major_felony_offenses,107,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,157,175,260,128,172,193,204,162,120,120,113,113,101,96,106,127
non_seven_major_felony_offenses,107,OTHER FELONIES (4),84,71,75,89,92,100,98,85,97,66,80,78,81,104,126,121
non_seven_major_felony_offenses,107,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,419,383,440,398,483,520,600,447,468,391,436,417,426,401,433,419
non_seven_major_felony_offenses,108,FELONY POSSESSION STOLEN PROPERTY            ,12,13,15,13,10,10,7,6,6,6,4,7,4,10,1,4
non_seven_major_felony_offenses,108,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,66,62,49,80,272,192,187,154,144,97,154,117,111,92,90,95
non_seven_major_felony_offenses,108,ARSON                                 ,51,26,27,19,17,18,10,13,17,12,11,8,7,12,5,5
non_seven_major_felony_offenses,108,FELONY SEX CRIMES (3),19,17,21,6,13,14,8,7,9,13,9,9,10,9,12,15
non_seven_major_felony_offenses,108,FELONY DANGEROUS DRUGS  (1),88,61,49,46,88,97,90,110,57,65,75,90,50,60,44,54
non_seven_major_felony_offenses,108,FELONY DANGEROUS WEAPONS (2)        ,14,11,7,9,13,12,15,9,13,19,20,11,8,8,16,10
non_seven_major_felony_offenses,108,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,152,174,224,105,81,75,66,71,69,55,59,63,77,125,125,167
non_seven_major_felony_offenses,108,OTHER FELONIES (4),96,89,89,94,67,83,69,116,96,76,76,77,112,120,104,105
non_seven_major_felony_offenses,108,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,498,453,481,372,561,501,452,486,411,343,408,382,379,436,397,455
non_seven_major_felony_offenses,109,FELONY POSSESSION STOLEN PROPERTY            ,10,10,16,11,11,11,10,13,11,9,4,4,4,13,13,4
non_seven_major_felony_offenses,109,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,93,60,68,118,177,220,197,172,206,169,131,154,153,103,95,135
non_seven_major_felony_offenses,109,ARSON                                 ,54,55,43,35,34,25,21,16,23,20,19,14,23,23,12,6
non_seven_major_felony_offenses,109,FELONY SEX CRIMES (3),19,26,21,12,20,15,9,8,7,13,11,16,23,12,24,19
non_seven_major_felony_offenses,109,FELONY DANGEROUS DRUGS  (1),127,101,101,129,141,205,194,104,99,148,192,165,225,256,157,179
non_seven_major_felony_offenses,109,FELONY DANGEROUS WEAPONS (2)        ,22,18,16,16,26,22,29,38,26,39,32,21,29,21,16,21
non_seven_major_felony_offenses,109,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,442,561,461,326,237,211,220,254,241,269,268,237,203,213,231,230
non_seven_major_felony_offenses,109,OTHER FELONIES (4),138,103,91,148,134,111,156,148,152,192,174,179,189,239,248,259
non_seven_major_felony_offenses,109,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,905,934,817,795,780,820,836,753,765,859,831,790,849,880,796,853
non_seven_major_felony_offenses,110,FELONY POSSESSION STOLEN PROPERTY            ,22,26,23,15,20,19,8,12,8,1,5,9,18,28,3,7
non_seven_major_felony_offenses,110,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,137,112,151,141,205,212,210,211,153,146,166,100,175,182,153,87
non_seven_major_felony_offenses,110,ARSON                                 ,25,33,15,10,22,16,24,22,33,11,16,15,6,7,20,17
non_seven_major_felony_offenses,110,FELONY SEX CRIMES (3),28,34,24,22,19,17,18,14,17,16,8,24,16,17,18,19
non_seven_major_felony_offenses,110,FELONY DANGEROUS DRUGS  (1),262,160,167,124,165,133,196,157,143,96,104,139,95,130,111,127
non_seven_major_felony_offenses,110,FELONY DANGEROUS WEAPONS (2)        ,17,16,22,27,24,30,26,32,28,28,42,44,29,17,17,22
non_seven_major_felony_offenses,110,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,105,140,183,86,95,68,72,75,82,66,69,107,106,126,181,154
non_seven_major_felony_offenses,110,OTHER FELONIES (4),112,92,93,107,105,93,81,114,94,77,96,120,132,121,153,145
non_seven_major_felony_offenses,110,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,708,613,678,532,655,588,635,637,558,441,506,558,577,628,656,578
non_seven_major_felony_offenses,111,FELONY POSSESSION STOLEN PROPERTY            ,6,14,7,6,3,5,5,2,2,2,5,2,2,3,3,3
non_seven_major_felony_offenses,111,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,16,25,26,52,90,124,154,126,104,117,134,109,122,86,63,76
non_seven_major_felony_offenses,111,ARSON                                 ,14,14,8,4,5,14,3,4,12,7,2,5,4,1,2,2
non_seven_major_felony_offenses,111,FELONY SEX CRIMES (3),10,7,10,3,5,5,1,5,2,4,4,2,1,5,4,3
non_seven_major_felony_offenses,111,FELONY DANGEROUS DRUGS  (1),36,39,46,37,24,26,43,37,44,36,50,36,43,26,37,51
non_seven_major_felony_offenses,111,FELONY DANGEROUS WEAPONS (2)        ,2,14,6,9,2,11,16,9,9,23,6,8,4,5,4,5
non_seven_major_felony_offenses,111,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,139,211,174,87,58,93,121,87,58,54,57,84,90,190,129,154
non_seven_major_felony_offenses,111,OTHER FELONIES (4),56,48,60,81,81,57,78,43,60,50,77,73,59,63,49,57
non_seven_major_felony_offenses,111,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,279,372,337,279,268,335,421,313,291,293,335,319,325,379,291,351
non_seven_major_felony_offenses,112,FELONY POSSESSION STOLEN PROPERTY            ,3,11,5,6,7,1,3,9,4,3,4,4,4,4,4,2
non_seven_major_felony_offenses,112,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,72,44,86,141,137,102,103,63,109,89,114,70,107,93,79,80
