type,PCT,CRIME,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
misdemeanor_offenses,66,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),29,24,17,14,23,13,36,25,27,31,25,17,14,23,15,16
misdemeanor_offenses,66,ADMINISTRATIVE CODE (6)            ,24,22,15,12,7,8,20,9,10,16,15,20,16,11,18,16
misdemeanor_offenses,66,FRAUDS (3)                    ,79,79,38,26,38,29,26,19,25,21,15,17,30,23,23,20
misdemeanor_offenses,66,AGGRAVATED HARASSMENT 2               ,534,513,382,374,375,395,405,373,310,279,290,289,255,229,199,182
misdemeanor_offenses,66,OTHER MISDEMEANORS (8),122,115,96,100,113,150,89,71,79,70,63,101,81,94,97,151
misdemeanor_offenses,66,TOTAL MISDEMEANOR OFFENSES,3831,3818,3694,3505,3165,3122,3107,2947,3140,3091,3040,2868,2800,2758,2594,2618
misdemeanor_offenses,67,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,9,16,38,27,27,20,20,17,15,16,21,18,22,28,16,15
misdemeanor_offenses,67,MISDEMEANOR SEX CRIMES (4),90,92,93,76,80,93,101,93,80,111,80,76,92,88,97,57
misdemeanor_offenses,67,MISDEMEANOR DANGEROUS DRUGS  (1),2300,3035,2434,1910,1522,1533,1381,2008,1514,1773,1665,1710,1327,1253,988,692
misdemeanor_offenses,67,MISDEMEANOR DANGEROUS WEAPONS (5)               ,67,83,114,101,95,102,112,95,77,149,92,62,94,81,82,83
misdemeanor_offenses,67,PETIT LARCENY                         ,1139,1116,1072,1153,1091,1005,933,929,935,953,939,832,910,965,991,1001
misdemeanor_offenses,67,ASSAULT 3 AND RELATED OFFENSES        ,1465,1634,1439,1380,1328,1412,1387,1156,1259,1226,1117,1287,1265,1298,1511,1032
misdemeanor_offenses,67,INTOXICATED & IMPAIRED DRIVING              ,45,50,51,84,100,124,125,106,97,94,121,103,138,211,224,207
misdemeanor_offenses,67,VEHICLE AND TRAFFIC LAWS              ,245,197,96,98,73,87,61,89,83,105,107,94,128,134,148,118
misdemeanor_offenses,67,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,956,784,864,768,708,720,908,658,716,660,713,671,676,539,577,715
misdemeanor_offenses,67,CRIMINAL TRESPASS,116,138,90,127,81,49,74,76,118,112,142,118,202,101,100,110
misdemeanor_offenses,67,UNAUTHORIZED USE OF A VEHICLE           ,28,30,18,32,15,24,12,23,27,27,29,19,19,27,53,47
misdemeanor_offenses,67,OFFENSES AGAINST THE PERSON (7)      ,19,18,16,8,13,24,31,21,17,19,19,13,12,23,20,26
misdemeanor_offenses,67,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),106,181,145,117,158,166,182,144,127,132,138,127,113,126,144,113
misdemeanor_offenses,67,ADMINISTRATIVE CODE (6)            ,73,80,57,63,49,58,44,24,32,39,35,31,47,54,47,52
misdemeanor_offenses,67,FRAUDS (3)                    ,240,272,112,107,72,53,49,40,47,42,40,69,64,57,117,118
misdemeanor_offenses,67,AGGRAVATED HARASSMENT 2               ,868,948,797,851,793,730,701,634,598,572,587,546,583,611,324,358
misdemeanor_offenses,67,OTHER MISDEMEANORS (8),238,275,183,217,167,225,279,259,184,209,216,296,406,332,275,636
misdemeanor_offenses,67,TOTAL MISDEMEANOR OFFENSES,8004,8949,7619,7119,6372,6425,6400,6372,5926,6239,6061,6072,6098,5928,5714,5380
misdemeanor_offenses,68,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,14,11,10,10,11,5,6,4,9,10,35,33,12,21,7,15
misdemeanor_offenses,68,MISDEMEANOR SEX CRIMES (4),32,55,44,15,37,36,34,33,50,36,47,34,39,25,34,15
misdemeanor_offenses,68,MISDEMEANOR DANGEROUS DRUGS  (1),333,333,444,222,105,57,180,332,244,299,400,435,290,272,291,264
misdemeanor_offenses,68,MISDEMEANOR DANGEROUS WEAPONS (5)               ,17,31,27,13,18,32,16,34,31,45,35,32,27,58,47,50
misdemeanor_offenses,68,PETIT LARCENY                         ,994,898,859,807,942,791,896,945,965,1006,1215,943,1084,1041,889,887
misdemeanor_offenses,68,ASSAULT 3 AND RELATED OFFENSES        ,391,424,405,404,412,442,442,381,432,484,449,393,390,388,366,326
misdemeanor_offenses,68,INTOXICATED & IMPAIRED DRIVING              ,55,85,88,53,82,134,168,173,155,283,162,136,215,245,182,122
misdemeanor_offenses,68,VEHICLE AND TRAFFIC LAWS              ,83,91,61,69,64,73,62,64,69,51,64,68,56,62,50,54
misdemeanor_offenses,68,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,605,539,587,536,572,438,551,684,679,600,546,438,557,494,419,417
misdemeanor_offenses,68,CRIMINAL TRESPASS,37,71,64,46,40,61,34,27,42,62,60,49,22,32,67,69
misdemeanor_offenses,68,UNAUTHORIZED USE OF A VEHICLE           ,22,20,15,9,13,10,12,8,12,18,11,5,15,10,28,21
misdemeanor_offenses,68,OFFENSES AGAINST THE PERSON (7)      ,14,23,8,15,20,8,5,18,14,15,13,8,12,5,3,11
misdemeanor_offenses,68,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),37,40,44,27,19,18,31,53,42,54,44,45,42,38,45,48
misdemeanor_offenses,68,ADMINISTRATIVE CODE (6)            ,10,17,16,11,7,15,11,16,22,3,9,9,13,7,8,6
misdemeanor_offenses,68,FRAUDS (3)                    ,130,153,47,58,18,23,14,22,16,18,43,18,37,44,59,54
misdemeanor_offenses,68,AGGRAVATED HARASSMENT 2               ,500,598,461,461,482,459,459,420,442,438,432,389,362,358,298,306
misdemeanor_offenses,68,OTHER MISDEMEANORS (8),111,136,135,106,96,164,120,62,72,82,94,95,88,105,94,182
misdemeanor_offenses,68,TOTAL MISDEMEANOR OFFENSES,3385,3525,3315,2862,2938,2766,3041,3276,3296,3504,3659,3130,3261,3205,2887,2847
misdemeanor_offenses,69,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,11,17,9,14,9,14,12,12,13,24,14,21,25,11,4,6
misdemeanor_offenses,69,MISDEMEANOR SEX CRIMES (4),50,63,50,45,49,38,59,64,55,39,49,36,73,47,38,27
misdemeanor_offenses,69,MISDEMEANOR DANGEROUS DRUGS  (1),572,370,425,206,227,405,645,715,535,515,585,545,442,317,407,243
misdemeanor_offenses,69,MISDEMEANOR DANGEROUS WEAPONS (5)               ,44,48,44,37,41,47,68,62,81,58,64,101,67,55,41,38
misdemeanor_offenses,69,PETIT LARCENY                         ,859,828,761,667,721,733,635,500,620,634,539,585,558,530,539,534
misdemeanor_offenses,69,ASSAULT 3 AND RELATED OFFENSES        ,706,811,678,583,623,590,557,608,577,555,550,548,599,593,549,377
misdemeanor_offenses,69,INTOXICATED & IMPAIRED DRIVING              ,36,21,34,24,35,69,88,81,83,104,85,76,65,78,103,88
misdemeanor_offenses,69,VEHICLE AND TRAFFIC LAWS              ,106,87,83,71,46,41,57,27,33,57,66,48,45,66,34,53
misdemeanor_offenses,69,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,555,514,469,505,490,451,427,321,421,426,450,456,502,407,358,400
misdemeanor_offenses,69,CRIMINAL TRESPASS,63,41,27,35,37,52,64,46,92,56,120,96,148,101,98,86
misdemeanor_offenses,69,UNAUTHORIZED USE OF A VEHICLE           ,18,17,23,22,18,12,14,18,15,10,20,18,31,22,40,24
misdemeanor_offenses,69,OFFENSES AGAINST THE PERSON (7)      ,10,67,19,3,5,12,5,7,9,3,16,16,12,18,10,16
misdemeanor_offenses,69,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),55,60,48,51,69,67,82,62,59,72,70,79,70,66,73,59
misdemeanor_offenses,69,ADMINISTRATIVE CODE (6)            ,34,36,29,32,24,23,15,20,27,23,25,26,24,35,40,27
misdemeanor_offenses,69,FRAUDS (3)                    ,89,199,28,35,19,27,16,19,30,12,31,22,32,16,34,24
misdemeanor_offenses,69,AGGRAVATED HARASSMENT 2               ,576,604,444,434,479,362,430,364,327,364,350,350,336,324,179,289
misdemeanor_offenses,69,OTHER MISDEMEANORS (8),205,212,113,90,110,108,95,153,156,126,114,206,350,333,374,540
misdemeanor_offenses,69,TOTAL MISDEMEANOR OFFENSES,3989,3995,3284,2854,3002,3051,3269,3079,3133,3078,3148,3229,3379,3019,2921,2831
misdemeanor_offenses,70,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,15,19,34,19,39,14,13,28,16,21,15,16,17,11,15,16
misdemeanor_offenses,70,MISDEMEANOR SEX CRIMES (4),105,96,106,95,77,78,90,112,97,101,79,74,84,66,84,50
misdemeanor_offenses,70,MISDEMEANOR DANGEROUS DRUGS  (1),1234,976,1125,992,704,1012,1091,1323,1054,877,1145,1187,991,691,502,278
misdemeanor_offenses,70,MISDEMEANOR DANGEROUS WEAPONS (5)               ,44,57,54,59,70,88,129,142,130,190,178,164,115,105,60,72
misdemeanor_offenses,70,PETIT LARCENY                         ,1598,1567,1432,1505,1444,1320,1252,1135,1268,1467,1353,1578,1481,1436,1542,1443
misdemeanor_offenses,70,ASSAULT 3 AND RELATED OFFENSES        ,1137,1202,979,1041,1117,983,1120,985,1000,829,904,840,926,907,943,720
misdemeanor_offenses,70,INTOXICATED & IMPAIRED DRIVING              ,48,39,38,31,65,97,119,120,151,110,98,53,36,60,76,69
misdemeanor_offenses,70,VEHICLE AND TRAFFIC LAWS              ,194,160,109,91,74,76,66,67,63,84,80,89,72,99,79,116
misdemeanor_offenses,70,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,989,994,885,991,883,673,639,619,687,547,567,573,671,675,485,582
misdemeanor_offenses,70,CRIMINAL TRESPASS,76,67,52,37,56,69,73,164,189,220,195,165,134,88,116,86
misdemeanor_offenses,70,UNAUTHORIZED USE OF A VEHICLE           ,40,27,22,21,18,14,22,14,20,25,32,21,25,46,42,51
misdemeanor_offenses,70,OFFENSES AGAINST THE PERSON (7)      ,24,24,20,14,14,16,16,18,19,15,18,15,8,18,16,9
misdemeanor_offenses,70,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),117,102,95,90,64,109,86,104,87,92,82,87,83,90,113,63
misdemeanor_offenses,70,ADMINISTRATIVE CODE (6)            ,30,24,17,22,19,19,15,22,10,14,13,17,19,18,10,11
misdemeanor_offenses,70,FRAUDS (3)                    ,210,182,76,137,66,50,45,36,38,56,55,44,29,42,64,58
misdemeanor_offenses,70,AGGRAVATED HARASSMENT 2               ,760,765,506,655,730,661,653,651,502,467,458,455,487,493,373,352
misdemeanor_offenses,70,OTHER MISDEMEANORS (8),426,282,235,181,253,262,133,169,179,342,501,341,343,465,418,563
misdemeanor_offenses,70,TOTAL MISDEMEANOR OFFENSES,7047,6583,5785,5981,5693,5541,5562,5709,5510,5457,5773,5719,5521,5310,4938,4539
misdemeanor_offenses,71,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,22,15,31,28,28,10,24,22,11,17,21,20,25,27,17,14
misdemeanor_offenses,71,MISDEMEANOR SEX CRIMES (4),67,94,68,46,57,62,72,77,70,77,68,74,60,54,62,59
misdemeanor_offenses,71,MISDEMEANOR DANGEROUS DRUGS  (1),1317,1589,1813,1132,687,1110,1356,1432,714,923,1199,1542,1116,832,768,620
misdemeanor_offenses,71,MISDEMEANOR DANGEROUS WEAPONS (5)               ,74,88,106,92,101,63,115,123,122,122,140,120,75,63,54,61
misdemeanor_offenses,71,PETIT LARCENY                         ,1326,1119,1122,1111,1115,1160,917,895,867,1034,1011,994,930,1004,981,969
misdemeanor_offenses,71,ASSAULT 3 AND RELATED OFFENSES        ,1130,1199,1067,1232,998,999,921,909,966,989,1015,818,747,811,827,622
misdemeanor_offenses,71,INTOXICATED & IMPAIRED DRIVING              ,35,36,39,40,65,53,62,78,88,80,73,50,44,61,73,71
misdemeanor_offenses,71,VEHICLE AND TRAFFIC LAWS              ,163,126,107,88,81,58,80,54,63,73,75,65,81,77,83,83
misdemeanor_offenses,71,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,850,697,632,710,635,734,703,664,583,562,584,573,548,449,531,491
misdemeanor_offenses,71,CRIMINAL TRESPASS,109,80,136,126,67,62,66,144,147,150,174,139,59,55,94,121
misdemeanor_offenses,71,UNAUTHORIZED USE OF A VEHICLE           ,28,48,32,25,16,10,11,26,18,16,22,18,12,19,30,12
misdemeanor_offenses,71,OFFENSES AGAINST THE PERSON (7)      ,17,14,14,22,19,19,18,25,30,19,15,14,14,14,18,17
misdemeanor_offenses,71,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),80,92,70,68,84,116,105,110,138,145,181,172,116,122,125,128
misdemeanor_offenses,71,ADMINISTRATIVE CODE (6)            ,47,48,43,38,34,30,24,12,22,23,14,15,26,26,29,23
misdemeanor_offenses,71,FRAUDS (3)                    ,89,183,38,82,86,57,42,57,69,65,54,52,40,73,74,74
misdemeanor_offenses,71,AGGRAVATED HARASSMENT 2               ,682,730,611,640,662,566,494,513,535,465,498,434,404,375,398,354
misdemeanor_offenses,71,OTHER MISDEMEANORS (8),355,253,232,205,262,245,181,147,203,237,274,323,409,379,352,534
misdemeanor_offenses,71,TOTAL MISDEMEANOR OFFENSES,6391,6411,6161,5685,4997,5354,5191,5288,4646,4997,5418,5423,4706,4441,4516,4253
misdemeanor_offenses,72,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,7,16,25,11,14,7,11,19,18,16,15,17,46,27,41,10
misdemeanor_offenses,72,MISDEMEANOR SEX CRIMES (4),42,57,57,50,69,49,69,69,79,56,67,68,72,66,87,53
misdemeanor_offenses,72,MISDEMEANOR DANGEROUS DRUGS  (1),1066,1010,1266,953,612,722,1088,1140,676,832,919,841,812,530,478,388
misdemeanor_offenses,72,MISDEMEANOR DANGEROUS WEAPONS (5)               ,33,31,41,60,50,82,78,58,74,94,113,73,79,69,85,59
misdemeanor_offenses,72,PETIT LARCENY                         ,1125,1018,989,1085,900,739,773,698,911,788,787,739,821,888,813,784
misdemeanor_offenses,72,ASSAULT 3 AND RELATED OFFENSES        ,853,748,673,657,604,668,636,728,643,622,660,600,644,557,564,495
misdemeanor_offenses,72,INTOXICATED & IMPAIRED DRIVING              ,99,85,105,97,121,177,213,186,129,100,105,98,155,206,227,184
misdemeanor_offenses,72,VEHICLE AND TRAFFIC LAWS              ,149,112,93,83,65,49,49,56,77,56,56,69,81,76,57,61
misdemeanor_offenses,72,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,668,621,596,542,595,551,663,595,742,637,635,607,590,475,452,519
misdemeanor_offenses,72,CRIMINAL TRESPASS,52,47,48,68,75,112,71,68,67,42,64,67,69,111,118,96
misdemeanor_offenses,72,UNAUTHORIZED USE OF A VEHICLE           ,31,28,19,26,16,12,7,8,10,12,19,9,15,24,38,14
misdemeanor_offenses,72,OFFENSES AGAINST THE PERSON (7)      ,7,21,17,11,11,4,7,13,10,12,14,6,13,13,4,8
misdemeanor_offenses,72,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),94,83,84,93,38,72,77,76,75,54,88,83,71,68,56,49
misdemeanor_offenses,72,ADMINISTRATIVE CODE (6)            ,12,26,10,11,16,7,6,6,12,10,6,5,9,5,12,3
misdemeanor_offenses,72,FRAUDS (3)                    ,103,117,36,60,26,34,26,47,36,19,27,25,41,27,39,34
misdemeanor_offenses,72,AGGRAVATED HARASSMENT 2               ,480,498,361,411,372,319,381,321,309,313,346,312,272,288,205,224
misdemeanor_offenses,72,OTHER MISDEMEANORS (8),507,619,465,443,486,478,232,264,241,267,285,216,235,267,390,474
misdemeanor_offenses,72,TOTAL MISDEMEANOR OFFENSES,5328,5137,4885,4661,4070,4082,4387,4352,4109,3930,4206,3835,4025,3697,3666,3455
misdemeanor_offenses,73,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,26,29,49,34,23,37,24,26,14,24,32,73,44,45,42,35
misdemeanor_offenses,73,MISDEMEANOR SEX CRIMES (4),79,98,65,79,82,90,128,113,103,103,111,118,133,111,97,62
misdemeanor_offenses,73,MISDEMEANOR DANGEROUS DRUGS  (1),2223,2106,1956,2388,1944,1792,2490,3160,3093,3667,3660,3855,2494,1362,1385,1043
misdemeanor_offenses,73,MISDEMEANOR DANGEROUS WEAPONS (5)               ,82,93,135,128,102,120,218,281,282,275,265,318,203,209,127,125
misdemeanor_offenses,73,PETIT LARCENY                         ,841,901,1026,900,990,1103,1091,816,805,941,995,1077,1230,1044,935,986
misdemeanor_offenses,73,ASSAULT 3 AND RELATED OFFENSES        ,1206,1333,1202,1270,1344,1291,1235,1209,1251,1504,1498,1438,1596,1518,1462,1093
misdemeanor_offenses,73,INTOXICATED & IMPAIRED DRIVING              ,60,54,38,41,44,56,47,108,87,89,87,55,59,97,107,87
misdemeanor_offenses,73,VEHICLE AND TRAFFIC LAWS              ,148,127,132,120,101,61,75,78,100,119,115,100,87,82,86,90
misdemeanor_offenses,73,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,585,617,720,709,691,731,787,714,706,780,774,785,785,748,773,745
misdemeanor_offenses,73,CRIMINAL TRESPASS,199,160,191,321,255,215,316,335,517,608,649,753,643,363,282,230
misdemeanor_offenses,73,UNAUTHORIZED USE OF A VEHICLE           ,17,24,27,21,22,22,18,19,13,13,11,22,31,26,28,23
misdemeanor_offenses,73,OFFENSES AGAINST THE PERSON (7)      ,26,17,19,13,16,15,20,15,26,13,26,27,21,35,31,33
misdemeanor_offenses,73,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),179,166,131,182,181,211,205,275,258,342,282,283,310,280,216,144
misdemeanor_offenses,73,ADMINISTRATIVE CODE (6)            ,11,26,23,23,31,18,19,17,23,20,13,14,16,17,22,24
misdemeanor_offenses,73,FRAUDS (3)                    ,95,114,82,78,43,43,45,40,61,72,80,120,136,90,98,121
misdemeanor_offenses,73,AGGRAVATED HARASSMENT 2               ,639,596,537,637,571,524,586,561,560,586,547,519,592,558,436,413
misdemeanor_offenses,73,OTHER MISDEMEANORS (8),662,593,464,486,464,517,395,463,616,769,1052,1093,1234,1292,920,1280
misdemeanor_offenses,73,TOTAL MISDEMEANOR OFFENSES,7078,7054,6797,7430,6904,6846,7699,8230,8515,9925,10197,10650,9614,7877,7047,6534
misdemeanor_offenses,75,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,32,56,61,88,70,89,71,54,49,69,65,96,58,61,41,40
misdemeanor_offenses,75,MISDEMEANOR SEX CRIMES (4),113,129,121,107,109,120,175,174,151,145,180,157,157,131,134,107
misdemeanor_offenses,75,MISDEMEANOR DANGEROUS DRUGS  (1),5265,4085,2959,3280,2591,2921,2935,3443,3703,4709,4771,4849,3647,2865,2594,1471
misdemeanor_offenses,75,MISDEMEANOR DANGEROUS WEAPONS (5)               ,116,128,141,127,142,206,178,227,235,287,338,304,324,248,220,146
misdemeanor_offenses,75,PETIT LARCENY                         ,1796,1802,1576,1760,2051,1746,1609,1616,1606,1589,1515,1691,1862,1814,2158,2184
misdemeanor_offenses,75,ASSAULT 3 AND RELATED OFFENSES        ,2092,2295,2076,2030,2164,2051,2008,2094,2001,2182,2302,2087,2279,2220,2374,1584
misdemeanor_offenses,75,INTOXICATED & IMPAIRED DRIVING              ,68,101,79,90,146,156,151,191,193,238,205,146,172,261,170,141
misdemeanor_offenses,75,VEHICLE AND TRAFFIC LAWS              ,333,218,322,242,163,160,157,152,113,133,188,149,166,203,199,189
misdemeanor_offenses,75,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,1053,1016,1047,1087,1127,1224,1131,1357,1235,1437,1303,1441,1303,1142,1239,1155
misdemeanor_offenses,75,CRIMINAL TRESPASS,528,333,303,324,305,259,276,248,380,453,464,459,475,451,379,312
misdemeanor_offenses,75,UNAUTHORIZED USE OF A VEHICLE           ,63,53,56,40,46,39,36,30,19,34,31,27,22,48,49,38
misdemeanor_offenses,75,OFFENSES AGAINST THE PERSON (7)      ,30,38,37,42,77,51,41,64,52,33,46,42,55,45,45,40
misdemeanor_offenses,75,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),270,145,160,180,193,228,240,304,316,398,335,340,301,323,374,336
misdemeanor_offenses,75,ADMINISTRATIVE CODE (6)            ,118,72,70,57,54,63,65,38,53,54,39,54,52,48,80,70
misdemeanor_offenses,75,FRAUDS (3)                    ,198,236,113,157,90,102,89,116,176,171,158,132,171,133,168,189
misdemeanor_offenses,75,AGGRAVATED HARASSMENT 2               ,1168,1083,983,944,1030,1053,939,932,830,959,998,890,924,864,604,688
misdemeanor_offenses,75,OTHER MISDEMEANORS (8),1998,1701,1458,976,1038,894,577,550,732,863,989,1161,1630,1653,1232,1874
misdemeanor_offenses,75,TOTAL MISDEMEANOR OFFENSES,15241,13491,11562,11531,11396,11362,10678,11590,11844,13754,13927,14025,13598,12510,12060,10564
misdemeanor_offenses,76,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,2,5,12,8,13,20,22,22,24,18,15,24,20,18,8,7
misdemeanor_offenses,76,MISDEMEANOR SEX CRIMES (4),19,22,17,29,30,21,23,18,18,24,25,22,21,16,19,16
misdemeanor_offenses,76,MISDEMEANOR DANGEROUS DRUGS  (1),869,854,1020,925,534,505,560,575,528,401,337,304,567,279,293,286
misdemeanor_offenses,76,MISDEMEANOR DANGEROUS WEAPONS (5)               ,16,18,13,18,16,26,34,45,31,49,47,25,36,17,13,21
misdemeanor_offenses,76,PETIT LARCENY                         ,584,556,556,576,565,646,532,462,471,451,432,528,563,509,508,450
misdemeanor_offenses,76,ASSAULT 3 AND RELATED OFFENSES        ,379,356,301,302,340,368,273,249,274,260,324,283,273,257,193,162
misdemeanor_offenses,76,INTOXICATED & IMPAIRED DRIVING              ,39,60,44,102,106,132,112,98,60,56,51,47,53,62,58,46
misdemeanor_offenses,76,VEHICLE AND TRAFFIC LAWS              ,59,69,78,187,220,224,90,33,37,27,26,15,21,29,25,18
misdemeanor_offenses,76,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,394,379,324,372,332,350,314,372,326,296,299,322,315,251,308,274
misdemeanor_offenses,76,CRIMINAL TRESPASS,668,398,388,224,90,138,188,121,169,244,174,154,171,111,115,142
misdemeanor_offenses,76,UNAUTHORIZED USE OF A VEHICLE           ,13,11,15,8,14,10,11,6,5,2,5,3,3,6,5,3
misdemeanor_offenses,76,OFFENSES AGAINST THE PERSON (7)      ,20,12,15,11,10,7,6,6,7,6,6,6,3,3,3,9
misdemeanor_offenses,76,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),56,68,56,42,16,68,70,51,50,51,61,58,41,43,31,30
misdemeanor_offenses,76,ADMINISTRATIVE CODE (6)            ,4,3,3,3,2,2,4,3,3,5,1,1,1,2,3,2
misdemeanor_offenses,76,FRAUDS (3)                    ,45,83,67,41,38,27,28,21,18,18,23,19,27,19,22,17
misdemeanor_offenses,76,AGGRAVATED HARASSMENT 2               ,243,252,213,193,209,196,196,189,193,170,187,157,165,155,93,94
misdemeanor_offenses,76,OTHER MISDEMEANORS (8),104,64,38,41,34,37,35,37,33,95,47,34,58,68,69,133
misdemeanor_offenses,76,TOTAL MISDEMEANOR OFFENSES,3514,3210,3160,3082,2569,2777,2498,2308,2247,2173,2060,2002,2338,1845,1766,1710
misdemeanor_offenses,77,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,15,32,29,38,42,22,15,14,17,18,17,27,19,17,17,15
misdemeanor_offenses,77,MISDEMEANOR SEX CRIMES (4),71,57,72,49,57,59,73,75,76,52,72,76,83,73,72,58
misdemeanor_offenses,77,MISDEMEANOR DANGEROUS DRUGS  (1),2779,1772,1396,1510,1364,1842,2123,2205,2147,2084,2066,1949,1386,1351,1114,515
misdemeanor_offenses,77,MISDEMEANOR DANGEROUS WEAPONS (5)               ,60,34,78,70,51,93,73,112,139,106,115,125,78,80,56,33
misdemeanor_offenses,77,PETIT LARCENY                         ,1102,1039,973,1058,981,1003,883,878,905,812,840,983,941,998,955,836
misdemeanor_offenses,77,ASSAULT 3 AND RELATED OFFENSES        ,1282,1295,1019,971,954,897,791,916,820,837,951,923,1023,968,914,666
misdemeanor_offenses,77,INTOXICATED & IMPAIRED DRIVING              ,30,31,34,35,33,34,31,78,66,59,62,63,57,83,64,55
misdemeanor_offenses,77,VEHICLE AND TRAFFIC LAWS              ,166,153,98,87,71,68,68,55,71,78,71,95,77,83,69,78
misdemeanor_offenses,77,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,780,607,579,641,623,595,681,678,627,643,574,571,601,506,504,490
misdemeanor_offenses,77,CRIMINAL TRESPASS,233,110,75,101,121,126,129,130,246,393,407,340,221,166,132,59
